repo_name,commit_sha,time_stamp,add_lib,rem_lib,commit_message,pattern,possible_reason,num,domain,type
ChainShot/Builder,65ec768994e4efa4bdc53704adde7c87692e2df7,2018-11-24 23:18:50,babel,react,eject and use monaco editor directly,babel react,"
eject and use monaco editor directly",10,UI,
ChainShot/Builder,65ec768994e4efa4bdc53704adde7c87692e2df7,2018-11-24 23:18:50,eslint,react,eject and use monaco editor directly,eslint react,"
eject and use monaco editor directly",8,UI&Testing,
change-metrics/monocle,dbf766505f64f6b061a07f127430c36e5a8fb3ec,2021-05-06 12:02:27,babel,react,"[web] Replace react-scripts with esbuild and live-server

This change removes react-scripts to manage build
using esbuild which is much faster.

This change also ""simplify"" the process of setting web ui
options such as the api_url or the window title by using:

- process.env.REACT_APP_XXX for build time settings
- window.XXX for override runtime settings",babel react,"[web] Replace react-scripts with esbuild and live-server
[web] Replace react-scripts with esbuild and live-server
[web] Replace react-scripts with esbuild and live-server
",5,UI,
chartbrew/chartbrew,280a4cbfd9d2597261589b412c23d7e25ebab216,2020-09-16 13:09:30,ace-builds,brace,:arrow_up: upgraded react-ace and replaced the brace dependency,ace-builds brace,:arrow_up: upgraded react-ace and replaced the brace dependency,3,HTTP Clients,
cheapsteak/npmcharts.com,1f6ea62495393485a908fb1231cf0c28ad37b1bf,2018-11-18 04:06:23,html-webpack-plugin,gulp,"Upgrade to Vue v2. +webpack, -gulp (#77)

* ⬆️ Upgrade vue to 2!

* Remove references to vue in top-level package.json

* Use webpack instead of gulp

* 🐛Fix data loading

* more reactive

* Simplify data fetching on route change

* Only shuffle preset packages once per app init

* Only ship vue runtime, no template compiler

* Fix production build

* Set preset env

* Remove gulp and unused packages

* Fix server references to css and js

* Copy static assets to public folder

* Don't show progress for production build

otherwise netlify log gets too spammy

* Save periodLength when going into minimal mode

* Remove unused Vue import

* Fix clicking on legend not removing package

* Fix package input",html-webpack-plugin gulp,"
* Use webpack instead of gulp",6,Building&Web Framework,
cheapsteak/npmcharts.com,1f6ea62495393485a908fb1231cf0c28ad37b1bf,2018-11-18 04:06:23,webpack,gulp,"Upgrade to Vue v2. +webpack, -gulp (#77)

* ⬆️ Upgrade vue to 2!

* Remove references to vue in top-level package.json

* Use webpack instead of gulp

* 🐛Fix data loading

* more reactive

* Simplify data fetching on route change

* Only shuffle preset packages once per app init

* Only ship vue runtime, no template compiler

* Fix production build

* Set preset env

* Remove gulp and unused packages

* Fix server references to css and js

* Copy static assets to public folder

* Don't show progress for production build

otherwise netlify log gets too spammy

* Save periodLength when going into minimal mode

* Remove unused Vue import

* Fix clicking on legend not removing package

* Fix package input",webpack gulp,"
* Use webpack instead of gulp",16,Building&Web Framework,
cheapsteak/npmcharts.com,1f6ea62495393485a908fb1231cf0c28ad37b1bf,2018-11-18 04:06:23,copy-webpack-plugin,gulp,"Upgrade to Vue v2. +webpack, -gulp (#77)

* ⬆️ Upgrade vue to 2!

* Remove references to vue in top-level package.json

* Use webpack instead of gulp

* 🐛Fix data loading

* more reactive

* Simplify data fetching on route change

* Only shuffle preset packages once per app init

* Only ship vue runtime, no template compiler

* Fix production build

* Set preset env

* Remove gulp and unused packages

* Fix server references to css and js

* Copy static assets to public folder

* Don't show progress for production build

otherwise netlify log gets too spammy

* Save periodLength when going into minimal mode

* Remove unused Vue import

* Fix clicking on legend not removing package

* Fix package input",copy-webpack-plugin gulp,"
* Use webpack instead of gulp",5,Building&Web Framework,
ChenShenhai/koa2-note,532e3d6257fe6ea0858af285a41aa47eb026f6a9,2018-12-09 06:39:22,optimize-css-assets-webpack-plugin,extract-text-webpack-plugin,feat: update demo project webpack4,optimize-css-assets-webpack-plugin extract-text-webpack-plugin,"
feat: update demo project webpack4",10,Web Framework,
ChenShenhai/koa2-note,532e3d6257fe6ea0858af285a41aa47eb026f6a9,2018-12-09 06:39:22,webpack,babel,feat: update demo project webpack4,webpack babel,"
feat: update demo project webpack4",13,Web Framework,
ChenShenhai/koa2-note,532e3d6257fe6ea0858af285a41aa47eb026f6a9,2018-12-09 06:39:22,uglifyjs-webpack-plugin,babel,feat: update demo project webpack4,uglifyjs-webpack-plugin babel,"
feat: update demo project webpack4",3,Codestyle,
ChenShenhai/koa2-note,532e3d6257fe6ea0858af285a41aa47eb026f6a9,2018-12-09 06:39:22,babel,extract-text-webpack-plugin,feat: update demo project webpack4,babel extract-text-webpack-plugin,"
feat: update demo project webpack4",5,Utility,
ChenShenhai/koa2-note,532e3d6257fe6ea0858af285a41aa47eb026f6a9,2018-12-09 06:39:22,uglifyjs-webpack-plugin,extract-text-webpack-plugin,feat: update demo project webpack4,uglifyjs-webpack-plugin extract-text-webpack-plugin,"
feat: update demo project webpack4",8,Codestyle,
Chocobozzz/PeerTube,c4f7fe09cd014b0ec5c0d64fd320780c45461c06,2020-11-19 14:57:52,sass,node-sass,Use sass instead of deprecated node sass,sass node-sass,"Use sass instead of deprecated node sass
",40,UI,
chriskalmar/shyft,176b9e882537d5854c434dccde168ecd2e7cc36e,2018-01-03 13:16:00,jest,mocha,"replace mocha, nodemon and istanbul with jest",jest mocha,"
replace mocha, nodemon and istanbul with jest",12,Testing,
christianvoigt/argdown,e3e0c9c416141ff066857bb3575e8e411d916e8d,2018-10-22 09:03:08,yargs,commander,"added: argdown.config.js support, default command, CopyDefaultCssPlugin. changed: major refactoring, cli uses yargs now instead of commander.",yargs commander,"
added: argdown.config.js support, default command, CopyDefaultCssPlugin.
changed: major refactoring, cli uses yargs now instead of commander.",6,UI,
christianvoigt/argdown,63d6878dea751c9dabe2dca1885fbcb92cfba575,2020-05-05 15:51:33,d3-selection,d3,"chore(@argdown/map-views): replaced d3 and lodash imports with more
specific packages for lower footprint",d3-selection d3,"
chore(@argdown/map-views): replaced d3 and lodash imports with more
specific packages for lower footprint",5,Utility,
ChromeDevTools/devtools-frontend,efb716af67f6fc6ac00b6e5541f5322c83434494,2020-12-01 16:04:40,eslint,jshint,"Update linter packages

- Updates stylelint to 13.8.0
- Updates ESLint to 7.14.0
- Updates @typescript-eslint to 4.9.0

DISABLE_THIRD_PARTY_CHECK=NPM update
R=jacktfranklin@chromium.org

Change-Id: I207e204607ede782710e042c17d6510c7f696905
Reviewed-on: https://chromium-review.googlesource.com/c/devtools/devtools-frontend/+/2566806
Reviewed-by: Jack Franklin <jacktfranklin@chromium.org>
Commit-Queue: Tim van der Lippe <tvanderlippe@chromium.org>",eslint jshint,"
- Updates stylelint to 13.8.0
- Updates ESLint to 7.14.0
- Updates @typescript-eslint to 4.9.0",4,Utility,
ChromeDevTools/devtools-frontend,efb716af67f6fc6ac00b6e5541f5322c83434494,2020-12-01 16:04:40,eslint,babel,"Update linter packages

- Updates stylelint to 13.8.0
- Updates ESLint to 7.14.0
- Updates @typescript-eslint to 4.9.0

DISABLE_THIRD_PARTY_CHECK=NPM update
R=jacktfranklin@chromium.org

Change-Id: I207e204607ede782710e042c17d6510c7f696905
Reviewed-on: https://chromium-review.googlesource.com/c/devtools/devtools-frontend/+/2566806
Reviewed-by: Jack Franklin <jacktfranklin@chromium.org>
Commit-Queue: Tim van der Lippe <tvanderlippe@chromium.org>",eslint babel,"
- Updates stylelint to 13.8.0
- Updates ESLint to 7.14.0
- Updates @typescript-eslint to 4.9.0
Update linter packages",6,Utility,
ChromeDevTools/devtools-frontend,efb716af67f6fc6ac00b6e5541f5322c83434494,2020-12-01 16:04:40,eslint,gulp,"Update linter packages

- Updates stylelint to 13.8.0
- Updates ESLint to 7.14.0
- Updates @typescript-eslint to 4.9.0

DISABLE_THIRD_PARTY_CHECK=NPM update
R=jacktfranklin@chromium.org

Change-Id: I207e204607ede782710e042c17d6510c7f696905
Reviewed-on: https://chromium-review.googlesource.com/c/devtools/devtools-frontend/+/2566806
Reviewed-by: Jack Franklin <jacktfranklin@chromium.org>
Commit-Queue: Tim van der Lippe <tvanderlippe@chromium.org>",eslint gulp,"
- Updates stylelint to 13.8.0
- Updates ESLint to 7.14.0
- Updates @typescript-eslint to 4.9.0
Update linter packages",3,Utility,
ChromeDevTools/devtools-frontend,16aca394c562f9e685778f6a8269931a1183f13b,2020-11-13 12:28:15,eslint,@ljharb/eslint-config,"Update ESLint and related packages

Major update breaking changes:
- ESLint 7.0.0 (https://eslint.org/docs/user-guide/migrating-to-7.0.0) now includes
.eslint.rc.js in its list, which is fine for us. Other changes are not applicable
for us.
- eslint-plugin-mocha (https://github.com/lo1tuma/eslint-plugin-mocha/blob/master/CHANGELOG.md#700-may-13-2020)
drops support for ESLint <7, but this CL updates to 7+. Other changes are
not applicable for us.

DISABLE_THIRD_PARTY_CHECK=Updating ESLint
R=petermarshall@chromium.org

Change-Id: I7760e084ef87f73a92f9ea4e075fb4c065047f5a
Reviewed-on: https://chromium-review.googlesource.com/c/devtools/devtools-frontend/+/2534873
Commit-Queue: Tim van der Lippe <tvanderlippe@chromium.org>
Reviewed-by: Peter Marshall <petermarshall@chromium.org>",eslint @ljharb/eslint-config,"
Update ESLint and related packages",3,Testing,
ChromeDevTools/devtools-frontend,16aca394c562f9e685778f6a8269931a1183f13b,2020-11-13 12:28:15,eslint,standard-version,"Update ESLint and related packages

Major update breaking changes:
- ESLint 7.0.0 (https://eslint.org/docs/user-guide/migrating-to-7.0.0) now includes
.eslint.rc.js in its list, which is fine for us. Other changes are not applicable
for us.
- eslint-plugin-mocha (https://github.com/lo1tuma/eslint-plugin-mocha/blob/master/CHANGELOG.md#700-may-13-2020)
drops support for ESLint <7, but this CL updates to 7+. Other changes are
not applicable for us.

DISABLE_THIRD_PARTY_CHECK=Updating ESLint
R=petermarshall@chromium.org

Change-Id: I7760e084ef87f73a92f9ea4e075fb4c065047f5a
Reviewed-on: https://chromium-review.googlesource.com/c/devtools/devtools-frontend/+/2534873
Commit-Queue: Tim van der Lippe <tvanderlippe@chromium.org>
Reviewed-by: Peter Marshall <petermarshall@chromium.org>",eslint standard-version,"
Update ESLint and related packages",3,Testing,
ChromeDevTools/devtools-frontend,16aca394c562f9e685778f6a8269931a1183f13b,2020-11-13 12:28:15,eslint,tslint,"Update ESLint and related packages

Major update breaking changes:
- ESLint 7.0.0 (https://eslint.org/docs/user-guide/migrating-to-7.0.0) now includes
.eslint.rc.js in its list, which is fine for us. Other changes are not applicable
for us.
- eslint-plugin-mocha (https://github.com/lo1tuma/eslint-plugin-mocha/blob/master/CHANGELOG.md#700-may-13-2020)
drops support for ESLint <7, but this CL updates to 7+. Other changes are
not applicable for us.

DISABLE_THIRD_PARTY_CHECK=Updating ESLint
R=petermarshall@chromium.org

Change-Id: I7760e084ef87f73a92f9ea4e075fb4c065047f5a
Reviewed-on: https://chromium-review.googlesource.com/c/devtools/devtools-frontend/+/2534873
Commit-Queue: Tim van der Lippe <tvanderlippe@chromium.org>
Reviewed-by: Peter Marshall <petermarshall@chromium.org>",eslint tslint,"
Update ESLint and related packages",26,Testing,
ChromeDevTools/devtools-frontend,16aca394c562f9e685778f6a8269931a1183f13b,2020-11-13 12:28:15,@mysticatea/eslint-plugin,typescript-eslint,"Update ESLint and related packages

Major update breaking changes:
- ESLint 7.0.0 (https://eslint.org/docs/user-guide/migrating-to-7.0.0) now includes
.eslint.rc.js in its list, which is fine for us. Other changes are not applicable
for us.
- eslint-plugin-mocha (https://github.com/lo1tuma/eslint-plugin-mocha/blob/master/CHANGELOG.md#700-may-13-2020)
drops support for ESLint <7, but this CL updates to 7+. Other changes are
not applicable for us.

DISABLE_THIRD_PARTY_CHECK=Updating ESLint
R=petermarshall@chromium.org

Change-Id: I7760e084ef87f73a92f9ea4e075fb4c065047f5a
Reviewed-on: https://chromium-review.googlesource.com/c/devtools/devtools-frontend/+/2534873
Commit-Queue: Tim van der Lippe <tvanderlippe@chromium.org>
Reviewed-by: Peter Marshall <petermarshall@chromium.org>",@mysticatea/eslint-plugin typescript-eslint,"
Update ESLint and related packages",3,Testing,
ChromeDevTools/devtools-frontend,bcf142a3e122168deaa9b0c6b0a05150de45c847,2020-01-20 11:58:10,typescript-eslint,@types/del,"Update TypeScript to latest version

DISABLE_THIRD_PARTY_CHECK=Updates the deps list as well as the node_modules

Bug: 1011811
Change-Id: I09c38caa2b60f8f291695a908a3363dd870f5625
Reviewed-on: https://chromium-review.googlesource.com/c/devtools/devtools-frontend/+/2009109
Commit-Queue: Tim van der Lippe <tvanderlippe@chromium.org>
Commit-Queue: Mathias Bynens <mathias@chromium.org>
Auto-Submit: Tim van der Lippe <tvanderlippe@chromium.org>
Reviewed-by: Mathias Bynens <mathias@chromium.org>",typescript-eslint @types/del,"
Update TypeScript to latest version",5,Typescript&Testing,
ChromeDevTools/devtools-frontend,99190c9d94988e10532d6234592130e6c7a17ab8,2020-04-07 16:05:24,is-fullwidth-code-point,number-is-nan,"Update Mocha to 7.1.1

None of the breaking changes listed in
https://github.com/mochajs/mocha/releases/tag/v7.0.0
appear to be relevant for us.

R=jacktfranklin@chromium.org
DISABLE_THIRD_PARTY_CHECK=Update Mocha

Bug: 1068145
Change-Id: I4aec1e775595a0cfcfaa307a8aad7fc9abad22ca
Reviewed-on: https://chromium-review.googlesource.com/c/devtools/devtools-frontend/+/2137392
Commit-Queue: Tim van der Lippe <tvanderlippe@chromium.org>
Reviewed-by: Jack Franklin <jacktfranklin@chromium.org>",is-fullwidth-code-point number-is-nan,"Update Mocha to 7.1.1
",3,Utility,
ChromeDevTools/devtools-frontend,6d109a9d459c0472feb200f4427c2c36cd71a888,2021-02-17 12:08:49,expect.js,uglify-js,"Update Mocha to 8.3.0

This also adds Python-2.0 to the list of accepted licenses.

Lastly, it fixes a bug where the package.json files were incorrectly
reordered. For the `exports` of a particular package, the order that
the entrypoints are defined in is crucial. Therefore, we should not
alter the order of entrypoints and instead maintain the originally
defined ordering. We can use an `OrderedDict` to ensure that Python
always loads the JSON files in the same order.

DISABLE_THIRD_PARTY_CHECK=NPM update
R=jacktfranklin@chromium.org

Bug: none
Change-Id: I5a309782de6015edea6ba3b502aa0db1f008d973
Reviewed-on: https://chromium-review.googlesource.com/c/devtools/devtools-frontend/+/2692909
Auto-Submit: Tim van der Lippe <tvanderlippe@chromium.org>
Reviewed-by: Jack Franklin <jacktfranklin@chromium.org>
Commit-Queue: Tim van der Lippe <tvanderlippe@chromium.org>",expect.js uglify-js,"This also adds Python-2.0 to the list of accepted licenses.

",3,Testing,
cleancode/waitress,a703bf4946d91fa3347d8aca749fa07c1a2b3ac0,2013-12-12 08:51:16,lodash,underscore,api: replaced underscore with lodash,lodash underscore,"
api: replaced underscore with lodash",9,Building,
cloud-annotations/cloud-annotations-client,5bbd3e9c189cbde00ee04ac2750e7e321f8461d8,2020-10-24 00:19:17,webpack,html-webpack-plugin,fix webpack mess,webpack html-webpack-plugin,"
fix webpack mess",3,Web Framework,
cloud-annotations/cloud-annotations-client,5bbd3e9c189cbde00ee04ac2750e7e321f8461d8,2020-10-24 00:19:17,webpack,optimize-css-assets-webpack-plugin,fix webpack mess,webpack optimize-css-assets-webpack-plugin,"
fix webpack mess",3,Web Framework,
cloud-annotations/cloud-annotations-client,5bbd3e9c189cbde00ee04ac2750e7e321f8461d8,2020-10-24 00:19:17,webpack,case-sensitive-paths-webpack-plugin,fix webpack mess,webpack case-sensitive-paths-webpack-plugin,"
fix webpack mess",3,Web Framework,
CMSgov/design-system,9cb5d935019d7a036e753924da49182d3feb4b95,2020-06-04 17:54:00,webpack,babel,"[WNMGDS-455] Fix webpack tree shaking (#707)

* Build esm files along with default common js files

* Create separate esnext folder and entry point

* Update react example to use new package and tree shaking

* Fix copySourceAssets bug

* Update components documentation page

* Add webpack cli to react-app example

* Refactor copyAssets and remove copyDir",webpack babel,"
* Update react example to use new package and tree shaking",13,Web Framework,
CMSgov/design-system,e6a18dfedcc7456546a531139ed4db0437dcc427,2020-04-15 20:56:19,core-js,babel,"[WNMGDS-395] Build-docs and dev-server scripts (#659)

* [WNMGDS-317] Deprecate support & layout packages (#628)

* Process md files in the core package, add frontmatter attribute path

* Rename base to styles

* Move grid files to core

* Remove 'Layout' section from doc site

* Move color palette and layout doc files to docs package, update gulp tasks to support KSS in docs package

* Move support files to core and remove generics folder

* Stop using support in core and allow for absolute path css importing from core/src

* Remove support and layout directories

* Remove generator-cmsgov package

* Update developer files

* Remove sass add version gulp task and simplify gulp scripts

* Rename style to design

* Update backstop js files

* PR feedback

* Undo eslint change

* Move variables and mixins into settings folder

* Fix linter

* [WNMGDS-286] Remove deprecated items (#635)

* Removing Select files

* Remove right to left

* Remove deprecated props like fieldRef

* Fix dialog snap

* Fix snaps

* Copied the scripts over and started modifying them to take a src path and docs path as arguments instead of hard-coding them or trying to compile all packages

* `docsPath` was being used as the output destination of the built docs. Updated the scripts to send the output to docs/dist while respecting the `rootPath` override

* Build tasks are now being run from a separate executable script. It only does cleaning, babel transpiling, and json copying right now, but the framework is here. I'm avoiding using the central `gulp/index.js` to create a shared config in favor of configuring tasks explicitly with command line arguments that we parse in the script that npx/yarn executes.

* Build script builds javascript and runs the sass task, but the sass task doesn't seem to be working yet.

* Sass compiling works! And moved the executable script up a level because we're only going to have one now with different commands

* Improved logging and replaced our use of the deprecated gutil library with the recommended alternatives (https://medium.com/gulpjs/gulp-util-ca3b1f9f9ac5)

* Renamed `log-util.js` `logUtil.js` for consistency

* Stats work!

* Added some commented code for the next script/command to be written

* Clean up. I don't know where the name `dutil` came from, but it must be outdated. Removed unused stuff and cleaned up the logging. Also cleaned up the task definitions for the build module

* Calling the script `cmsds` and fixing a typo

* Moved fonts and images into the src folder and changed the build script to move fonts and images from src to dist. And when building child design systems (packages that aren't our core package), it will copy the fonts and images from the core package in node_modules into the child design system's dist folder.

* Clean up comment and allow fonts and images to be copied in parallel

* Added `skiplatest` support to the fonts stats function like we have for the css stats function and added helpful error messaging around skiplatest functionality. Instead of just throwing a bunch of filesystem errors, it will say why it errored and suggest using `--skiplatest` if appropriate.

* Build script copies sass files to dist as well now (but not the `*.docs.scss` ones)

* Updated comments documenting the different build tasks

* Got rid of a common file that doesn't need to exist anymore

* Pared it down to the files that are necessary for the source package build script only

* Renamed the scripts package folder to `design-system-scripts`

* A couple helper functions to clean the cli file up a bit.

* [WNMGDS-389] Add migration info to doc site (#650)

* Update readmes and documentation

* Reorganize CSS files

* Rename core folder to cmsds and update package.json

* Add back layout to docs package and fix broken links

* Add migration documentation

* PR feedback and other misc documentation changes

* Rename cmsds folder to design-system

* Remove core and layout dep from docs package

* Instead of using gulp tasks, we now just use async functions that have parameters. This makes it so much easier to compose them without having to preconfigure all the tasks with the right parameters, especially when certain parameters may or may not exist depending on which tasks you plan on using. This should be much simpler overall because it's just plain JavaScript. We still use gulp for the streaming transform pipelines, but at a high level, it's just JavaScript.

A note here that I had a lot of trouble figuring out how to consistently detect when a gulp stream had ended. It ended up being a combination of `{ readable: false, writeable: false }` for the `finished` function and placing the `pipe(count(...))` before the `pipe(gulp.dest(...))`. I tried a lot of different methods of detecting stream ends before I realized that it was a combination of those two things.

* Had to update babel and a few other dependencies to fix the build scripts

* Set up the command for building docs, and the `cmsds` script will now print usage if you don't specify a command or specify an invalid one

* Copied the docs scripts in and committing them as a baseline before I start changing them. Refactored the `gulp/webpack.js` module to not use gulp tasks

* Organizing the `gulp/docs` folder a bit more so it's easier to read

* Did a bunch of refactoring of the docs-building tasks, but then I realized that I was still dealing with an array of docs paths in most of these helper functions when I was specifically trying to avoid that. Will fix that next

* A bunch more refactoring. I have a lot of issues to work out still, but the basic structure should be here

* Make the design-system-docs package public so child design systems can include it as a dependency, and make the core package a peer dependency of the scripts package so we can ensure that's available for the build script

* Removed the dependency the docs build script had on a module shared with the docs package itself and fixed a bunch of errors. There are still more errors, but I'm making progress.

* Fixed some more build errors, but now I'm finding that the build path seems to be kind of hard-coded in a lot of places. I need to refactor a lot of these functions in gulp/docs to start their paths from the working directory rather than all these different locations relative to the root of the design-system repo. The nice thing about working out of just this temporary directory is that it should ultimately simplify all these different paths. I just need to untangle it

* Move `docs/index.js` into `docs/docs.js` so it's easier to tell what file I'm working on in my editor

* This commit is about getting the doc page rendering scripts to work, and there are several pieces to that:
- Get babel to work at runtime to import modules from the docs package. There was a problem where when npm-linking the scripts package and the docs package to the node_modules of the repository root we would get incompatible versions of babel. In the end I realized that we were importing `babel-register` which is the old babel 6 version. I had been importing `@babel/register` and didn't realize there was another import of the old package elsewhere. I made a lot of other changes to try to get this to work, but ultimately it was probably as simple as that
- Had to change a lot of paths. Some paths were relative to the module being executed, and some were relative to the cwd.
- Had to feed the github url to the docs package components another way because it needs to work for child design systems that are in other repos
- Changed imports of docs-package modules from using relative paths to treating the docs package as a dependency. It's now required for the docs package to be a peer dependency of the scripts package.
- Fixed other minor issues in the scripts

* Also compile docs package files with babel

* Fixed imports again and also realized that if I specify the path to the relative path to the current directory as the source directory for the script as `.`, I don't have to resolve the paths ahead of time, which keeps them short and sweet until a time when we absolutely need to resolve them to the absolute path.

* This function wasn't actually returning a promise, and this regex didn't cover the docs package if it was inside node_modules anymore. Also created an alias for the build script in the root package.json

* Fix merge mistake

* Fixed more merge mistakes

* Revert to the master version of all the backstop images. This is another merge error.

* Remove grid import from merge

* Remove copying to temp dir, as uniquePage in generatePages handles that already. Simplify copyAssets to be resuable in build-docs

* Fix error in processMarkup originating from processMarkup

* Run webpack statically for docs javascript, move webpack.config.js to design-system-scripts

* Remove postcss inliner and fix image copying

* Add compileDocSass and other misc fixes

* Move react data path to constants

* Move logic for processing core npm package into helper function, use it in tasks

* Add constant for design-system-docs package

* Automatically handle processing core docs for child DS cases

* Implement doc server, combine webpack files & update CLI

* Misc clean up

* Reorganize tasks to be more granular, updated options param to be used consistently, refactored webpack.config.js

* Fix webpack server issue refactor webpack files

* Upgrade webpack and webpack-dev-middleware

* Simplify file structure of doc site, organize css structure in docs package

* Rename docs folder to match new package name

* Fix react example generation

* Misc fixes and clean up

* Fixed browsersync injecting and updated watch scripts

* Fix react component generation and update watch script

* Add npm link to post install, temporarily remove tests

* Refactor getPackageName and stats error handling to be more flexible, use skipLatest flag in stats logging

* Update logIntroduction for child DSs

* Small fixes for running scripts on child DS

* Move babelrc to scripts package, update doc site imports

* Use path.join instead of template strings for greater flexibility with directory args

* Remove old scripts

* Remove browserslist and babelrc

* Update webpack config, sass includes, asset copying and github URL logic to work for child DS

* Update documentation files and doc scss

* Allow child DS to override doc pages

* Update design-system-docs to use newly published package

* Fix webpack excludes for child DS

* Fix gulp watch for doc site js source

* Standardize usage of options param in scripts, make process.env variable naming consistent, add new name option

* Use new process.env variables in doc generation, use path for url construction

Co-authored-by: Bernard <bernardwang@users.noreply.github.com>
Co-authored-by: bernardwang <bw.vbnm@gmail.com>",core-js babel,"* Build tasks are now being run from a separate executable script.
It only does cleaning, babel transpiling, and json copying right now, but the framework is here.
I'm avoiding using the central `gulp/index.js` to create a shared config in favor of configuring tasks explicitly with command line arguments that we parse in the script that npx/yarn executes.* Build tasks are now being run from a separate executable script.
It only does cleaning, babel transpiling, and json copying right now, but the framework is here.
I'm avoiding using the central `gulp/index.js` to create a shared config in favor of configuring tasks explicitly with command line arguments that we parse in the script that npx/yarn executes.* Build tasks are now being run from a separate executable script.
It only does cleaning, babel transpiling, and json copying right now, but the framework is here.
I'm avoiding using the central `gulp/index.js` to create a shared config in favor of configuring tasks explicitly with command line arguments that we parse in the script that npx/yarn executes.* Build tasks are now being run from a separate executable script.
It only does cleaning, babel transpiling, and json copying right now, but the framework is here.
I'm avoiding using the central `gulp/index.js` to create a shared config in favor of configuring tasks explicitly with command line arguments that we parse in the script that npx/yarn executes.",3,Utility,
